1275,Terrance,Wilkerson,Nov.,"17,",1971,(695),410-4537,7705 Summer Ave. ,Hillsboro,97124, OR
1276,Irvin,Lee,Aug.,"1,",1953,(631),641-2701,717 New Saddle Drive ,Faribault,55021, MN
1277,Aiyana,Trevino,Jan.,"25,",1938,(883),993-3884,3 East Middle River Dr. ,Manchester Township,8759, NJ
1278,Jaylan,Dominguez,Jun.,"10,",1935,(816),219-1460,9635 East Arlington Court ,Manassas,20109, VA
1279,Giada,Pugh,Oct.,"18,",1949,(616),910-0352,7921 Kent Drive ,Rolling Meadows,60008, IL
1280,Isabella,Campbell,Jul.,"17,",1948,(551),815-8941,30 Rockledge Ave. ,Cheshire,6410, CT
1281,Karter,Robinson,Apr.,"30,",1904,(954),285-8592,579 Cherry Road ,Commack,11725, NY
1282,Dahlia,Fowler,Jun.,"1,",1911,(251),702-1289,841 Vermont Ave. ,Powhatan,23139, VA
1283,Cory,Briggs,Sep.,"8,",1912,(395),727-3133,46 Wakehurst St. ,Portsmouth,23703, VA
1284,Alana,Fuentes,Aug.,"10,",1947,(728),623-1578,938 Campfire Street ,Berwyn,60402, IL
1285,Nola,Arias,Oct.,"15,",2000,(381),206-4071,12 Applegate Avenue ,Coachella,92236, CA
1286,Lindsey,Gentry,Jun.,"8,",1956,(223),383-2492,8100 Selby Road ,Myrtle Beach,29577, SC
1287,Monserrat,Acevedo,Aug.,"8,",1930,(775),529-3173,434 Ocean Street ,Warminster,18974, PA
1288,Darrell,Richard,Feb.,"22,",1907,(814),350-2148,9819 Brewery St. ,Nottingham,21236, MD
1289,Denisse,Bell,Sep.,"14,",1902,(910),766-4917,87 Glenlake Ave. ,Valley Stream,11580, NY
1290,Adrien,Avery,Jan.,"11,",2008,(416),225-8487,593 North Stonybrook Avenue ,Grand Forks,58201, ND
1291,Pablo,Stein,Sep.,"2,",1969,(442),661-6250,641 West Poor House Lane ,Sun City,85351, AZ
1292,Anabel,Melendez,Sep.,"18,",1948,(317),786-2978,7 Lyme Drive ,Sevierville,37876, TN
1293,Daphne,Gray,Mar.,"7,",1986,(730),830-6167,9500 West Drive ,Coraopolis,15108, PA
1294,Caroline,Mejia,Jul.,"16,",1936,(300),430-1420,41 Edgewood Road ,Washington,15301, PA
1295,Alisson,Pennington,May,"22,",1945,(438),693-5973,9733 Joy Ridge Court ,Muskego,53150, WI
1296,Shamar,Boyle,Aug.,"1,",1931,(208),294-1969,285 West Glen Creek St. ,Hoffman Estates,60169, IL
1297,Jamal,Murphy,Jun.,"16,",1989,(684),968-4245,369 St Louis Avenue ,Klamath Falls,97603, OR
1298,Jordin,Blanchard,Jan.,"30,",1917,(720),937-6594,58 Beechwood Lane ,Long Beach,11561, NY
1299,Kaiden,Sosa,Jul.,"28,",1979,(871),480-1066,9292 Homewood Court ,Groton,6340, CT
1300,Marcel,Valentine,Mar.,"17,",1904,(440),475-3082,7566 Somerset St. ,Odenton,21113, MD
1301,Brooklynn,Mathews,Mar.,"2,",1986,(796),566-4480,9937 Fulton Dr. ,Mount Juliet,37122, TN
1302,Dominique,Bean,Jun.,"7,",1904,(982),466-6884,8606 W. Trusel Lane ,Allison Park,15101, PA
1303,Kellen,Haynes,Sep.,"7,",1961,(409),912-3112,204 Westport Rd. ,Conyers,30012, GA
1304,Gabriella,Robertson,Apr.,"19,",1987,(325),535-4414,472 N. Euclid Dr. ,Wausau,54401, WI
1305,Joanna,Spears,Oct.,"3,",1908,(937),452-6776,7137 Tailwater St. ,Phoenix,85021, AZ
1306,Dalia,Foley,May,"25,",2013,(538),923-7882,94 Paris Hill Drive ,Nicholasville,40356, KY
1307,Hannah,Hinton,Nov.,"25,",1945,(264),330-9859,9830 Alton Dr. ,Bayonne,7002, NJ
1308,Maeve,Marshall,Jul.,"6,",1960,(207),393-2207,697 Park St. ,Stockbridge,30281, GA
1309,Kaylyn,Benson,Dec.,"23,",1993,(330),245-8439,4 Liberty St. ,Stroudsburg,18360, PA
1310,Felix,Jimenez,Mar.,"24,",1983,(293),273-7298,8 Halifax St. ,Providence,2904, RI
1311,Izayah,Schwartz,Sep.,"1,",1952,(302),919-7997,8978 3rd St. ,Miami,33125, FL
1312,Isiah,Valencia,Apr.,"11,",1919,(872),754-9868,548 Essex St. ,Ambler,19002, PA
1313,Gavyn,Christian,Jul.,"27,",1941,(963),933-2545,64 Cactus Street ,Lowell,1851, MA
1314,Nola,Sosa,Dec.,"8,",1992,(250),437-2576,261 Southampton Court ,Warner Robins,31088, GA
1315,Nicole,Klein,Apr.,"3,",2016,(846),515-0750,7397 William Dr. ,Stamford,6902, CT
1316,Katelynn,Duran,Feb.,"7,",1988,(369),670-1447,640 North Mill St. ,San Jose,95127, CA
1317,Joy,Rosales,Dec.,"4,",2014,(312),861-7344,665 Pearl Dr. ,Bardstown,40004, KY
1318,Uriel,Cherry,Oct.,"17,",1934,(831),947-6479,30 North Oak Meadow Street ,Littleton,80123, CO
1319,Michaela,Bridges,Nov.,"11,",1923,(682),613-6969,7122 Clark Court ,Henrico,23228, VA
1320,Janessa,Cunningham,Feb.,"25,",1974,(583),734-8535,8764 Birchwood Road ,Arlington,2474, MA
1321,Vaughn,Navarro,Aug.,"30,",1950,(371),654-1740,263 East White Drive ,Winter Park,32792, FL
1322,Kamari,Snow,Aug.,"10,",1986,(575),350-2935,8282 Studebaker St. ,Hilliard,43026, OH
1323,Aniyah,Murillo,Jun.,"13,",1904,(736),996-1347,444 Valley View St. ,Georgetown,29440, SC
1324,Aliyah,Guerra,Jun.,"16,",1968,(543),353-8428,7705 Wagon Street ,West Orange,7052, NJ
1325,Savannah,Ayers,Mar.,"1,",1907,(595),519-2759,504 E. Van Dyke St. ,Holland,49423, MI
1326,Wilson,Ali,Jul.,"8,",1912,(403),652-5363,324 W. Branch Road ,Ronkonkoma,11779, NY
1327,Jameson,Martinez,Jul.,"11,",1950,(419),438-5131,7585 Shore St. ,Nazareth,18064, PA
1328,Amiya,Arnold,Sep.,"5,",1903,(757),953-2644,7502 Pearl Ave. ,Easton,18042, PA
1329,Barrett,Lewis,Jun.,"13,",1926,(498),528-4683,667 North Penn Lane ,Anchorage,99504, AK
1330,Jalen,Walls,Feb.,"17,",1965,(269),886-2480,9020 West Dogwood Lane ,Villa Park,60181, IL
1331,Cash,Walls,Jun.,"30,",2001,(943),218-2879,240 Wild Rose St. ,Niagara Falls,14304, NY
1332,Reilly,Knight,Feb.,"10,",2007,(568),653-5776,84 Lees Creek Ave. ,Sanford,27330, NC
1333,Abraham,King,Feb.,"22,",1973,(723),684-8278,7469 West 3rd Court ,Spring Hill,34608, FL
1334,Rodrigo,Morrow,Nov.,"18,",1938,(599),926-0642,175 NW. Glenridge Street ,Hinesville,31313, GA
1335,Samir,Ho,Jan.,"20,",1977,(436),418-0765,8 East Newcastle St. ,Marshalltown,50158, IA
1336,Tamia,Underwood,Apr.,"26,",1990,(826),541-1767,33 Prairie Court ,Kernersville,27284, NC
1337,Danielle,Phelps,Mar.,"11,",1955,(261),429-7860,1 Bay Avenue ,Port Chester,10573, NY
1338,Maritza,Rodriguez,Feb.,"8,",1962,(350),930-5439,30 Bridle Street ,Pleasanton,94566, CA
1339,Brogan,Velasquez,Dec.,"25,",1967,(977),680-9818,8701 Miles Avenue ,Bemidji,56601, MN
1340,Keely,Duncan,Oct.,"9,",1944,(478),697-7769,7522 Pumpkin Hill Ave. ,Munster,46321, IN
1341,Megan,Kemp,Jul.,"27,",1905,(793),427-7134,964 Redwood Dr. ,Hopewell Junction,12533, NY
1342,Justice,Klein,Mar.,"5,",1952,(530),243-9840,2 Helen Ave. ,Greenville,27834, NC
1343,Dean,Jacobs,Nov.,"2,",2007,(350),534-7182,698 E. Lawrence Court ,Hackensack,7601, NJ
1344,August,Boyer,Jun.,"18,",1934,(887),390-4247,77 Kent Ave. ,Pittsburgh,15206, PA
1345,Lesly,Campos,Oct.,"8,",2014,(847),602-4141,185 Manchester Rd. ,Goshen,46526, IN
1346,Devon,Gilbert,Mar.,"2,",1904,(847),739-6426,77 High Point St. ,Williamsburg,23185, VA
1347,Alayna,Higgins,Jun.,"11,",1975,(306),422-5374,7 Purple Finch St. ,Redford,48239, MI
1348,Kelly,Galvan,Jan.,"5,",1924,(819),841-6891,8266 Center St. ,Hammonton,8037, NJ
1349,Molly,Calhoun,Aug.,"1,",1913,(570),931-8023,657 Lake Street ,Hopkinsville,42240, KY
1350,Ashly,Mcgee,Jun.,"20,",1962,(790),789-4634,801 Chapel St. ,North Miami Beach,33160, FL
1351,Phoenix,Robles,May,"25,",1928,(720),935-7758,21 Mountainview Drive ,Whitehall,18052, PA
1352,Aiyana,Williamson,May,"29,",1906,(518),702-2395,8900 Pin Oak St. ,Holyoke,1040, MA
1353,Marie,Becker,Oct.,"19,",1958,(565),850-8459,9385 Aspen Dr. ,Euless,76039, TX
1354,Taryn,Moody,Jan.,"4,",1986,(491),786-2930,155 Buckingham Drive ,Fenton,48430, MI
1355,Dereon,Montoya,May,"9,",1996,(293),290-8295,9589 West Cardinal Street ,Paramus,7652, NJ
1356,Drew,Erickson,Jul.,"16,",1952,(536),220-0556,7714 Summerhouse Circle ,West Chester,19380, PA
1357,Landen,English,Nov.,"13,",1927,(628),210-4822,4 Selby St. ,Lithonia,30038, GA
1358,Libby,Larsen,Feb.,"6,",2012,(644),769-3277,8440 Glenlake Dr. ,Cockeysville,21030, MD
1359,Regina,Whitaker,Sep.,"10,",1978,(574),440-2018,7567 Vernon Dr. ,Mount Laurel,8054, NJ
1360,Jared,Sweeney,Jan.,"27,",1996,(975),978-7278,3 Sherwood Avenue ,Blackwood,8012, NJ
1361,Milo,Hancock,Apr.,"7,",1941,(250),731-6100,7956 North Pineknoll Lane ,Prattville,36067, AL
1362,Giana,Salinas,Jan.,"10,",1938,(587),556-3400,439 East Street ,Omaha,68107, NE
1363,Jakayla,Koch,Nov.,"7,",1996,(302),284-5896,8736 Arcadia St. ,Patchogue,11772, NY
1364,Allen,Wu,Jun.,"6,",1916,(486),644-7502,38 Gainsway St. ,Nutley,7110, NJ
1365,Valentina,Mayo,Sep.,"22,",1906,(659),761-5371,811 Glenwood St. ,Atlantic City,8401, NJ
1366,Reagan,Mathews,May,"16,",2000,(954),744-3784,190 East Philmont Ave. ,Bowling Green,42101, KY
1367,Elaine,Dennis,Oct.,"13,",1998,(766),242-3554,995 2nd Dr. ,Buffalo Grove,60089, IL
1368,Dakota,Charles,Jan.,"9,",1931,(869),777-0879,831 Oakwood St. ,Reno,89523, NV
1369,Makena,Berg,Sep.,"10,",1902,(757),620-0101,34 Cleveland St. ,San Carlos,94070, CA
1370,Stephen,Ochoa,Jan.,"30,",1928,(723),782-9707,76 Wakehurst Street ,Miami Gardens,33056, FL
1371,Marcos,Harding,Jul.,"21,",1969,(661),759-2871,7981 Edgewood Ave. ,Santa Monica,90403, CA
1372,Gillian,Moses,Apr.,"13,",1947,(467),802-0957,62 Country Street ,Southampton,18966, PA
1373,Jerome,Krueger,Jul.,"26,",1931,(472),261-7150,15 Rockcrest Street ,Miami Beach,33139, FL
1374,Elaine,Beasley,Oct.,"9,",1984,(676),893-2685,8831 Thompson Road ,Bridgewater,8807, NJ
1375,Aspen,Vega,Jan.,"19,",1905,(844),247-9975,8074 Bishop St. ,Ottawa,61350, IL
1376,Steven,Dominguez,Sep.,"30,",1938,(420),229-1534,22 Harrison Court ,Kennewick,99337, WA
1377,Carina,Robles,Nov.,"3,",1993,(721),771-6877,43 1st Street ,Saint Cloud,56301, MN
1378,Luciano,Wolfe,Feb.,"19,",2016,(340),854-1247,5 SE. Williams Drive ,Clemmons,27012, NC
1379,Johan,Fields,Dec.,"24,",1982,(950),313-5407,974 Lakewood Drive ,La Crosse,54601, WI
1380,Gunnar,Cameron,May,"15,",1921,(770),723-3895,35 West Marsh Street ,New Castle,16101, PA
1381,Brayden,Glass,Jul.,"5,",2011,(677),497-4458,7211 Homewood Court ,Bronx,10451, NY
1382,Nevaeh,Ritter,May,"12,",1971,(797),543-7989,894 Rockwell Ave. ,Key West,33040, FL
1383,Anya,Little,May,"26,",2005,(977),300-0007,95 Fremont Ave. ,Bensalem,19020, PA
1384,Adyson,Huang,Oct.,"3,",1970,(256),210-8890,7 Liberty St. ,Lawndale,90260, CA
1385,Isiah,Lambert,Aug.,"19,",2002,(723),862-3462,7590 Homestead Road ,Superior,54880, WI
1386,Cayden,Patrick,May,"5,",1955,(686),725-0801,625 Tarkiln Hill Avenue ,Derry,3038, NH
1387,Gauge,Byrd,Oct.,"31,",1917,(897),957-6115,281 North Glenridge Street ,Port Jefferson Station,11776, NY
1388,Giuliana,Pittman,Dec.,"21,",1919,(889),265-3686,77 E. Lower River Drive ,Henderson,42420, KY
1389,Audrey,Mcknight,Sep.,"12,",2017,(457),542-8333,64 Cardinal Ave. ,Mount Airy,21771, MD
1390,Heidi,Costa,Sep.,"18,",1986,(573),856-3995,494 Blackburn Dr. ,Akron,44312, OH
1391,Addison,Escobar,Feb.,"20,",1935,(531),750-6874,77 Westport Avenue ,Port Washington,11050, NY
1392,Hector,Dalton,Jun.,"27,",1946,(547),324-2280,307 Lincoln Ave. ,Winona,55987, MN
1393,Kendal,Little,Dec.,"7,",1938,(544),343-9168,133 Brookside Lane ,Warwick,2886, RI
1394,Nataly,Mccullough,Jul.,"6,",1987,(927),848-5009,7912 Bridge Lane ,Deerfield Beach,33442, FL
1395,Kyson,Rowland,Apr.,"1,",1961,(577),622-0510,144 Fairview St. ,Carmel,10512, NY
1396,Payton,Young,Jul.,"3,",1927,(677),865-6729,630 Rockledge St. ,Moorhead,56560, MN
1397,Liam,Foley,Dec.,"26,",1946,(359),914-1299,495 St Paul St. ,Casselberry,32707, FL
1398,Stephanie,Watts,Jun.,"1,",2002,(878),547-3053,431 San Pablo Street ,New Windsor,12553, NY
1399,Alonso,Browning,Aug.,"6,",1956,(326),953-1688,9349 Kingston St. ,Pembroke Pines,33028, FL
1400,Lilianna,Bradford,Apr.,"14,",1927,(475),252-9221,590 Lakewood Lane ,Wakefield,1880, MA
1401,Lexi,Burton,Nov.,"7,",1986,(381),338-6326,14 Hamilton St. ,Mahwah,7430, NJ
1402,Brennan,Lutz,Mar.,"10,",2005,(816),768-3079,63 Marvon St. ,Hoboken,7030, NJ
1403,Guillermo,Alvarez,May,"11,",1998,(981),607-8378,53 S. Wrangler Ave. ,Mishawaka,46544, IN
1404,Larry,Fritz,Jun.,"17,",1960,(594),857-7709,964 West Court Avenue ,Herndon,20170, VA
1405,Alisson,Jenkins,Nov.,"2,",2015,(698),959-2046,8420 Aspen Drive ,West Warwick,2893, RI
1406,Celia,Castaneda,Dec.,"16,",2006,(675),754-2446,706 N. Ashley Drive ,Pickerington,43147, OH
1407,Koen,Morris,Mar.,"31,",1946,(550),376-1713,454 Williams Avenue ,Batavia,45103, OH
1408,Jalen,Simpson,Mar.,"29,",1958,(976),252-6120,62 Pearl St. ,Apopka,32703, FL
1409,Ava,Huerta,Mar.,"28,",2005,(629),685-6272,7430 Holly St. ,Branford,6405, CT
1410,Joy,Jones,Oct.,"29,",1936,(710),396-9697,606 Rockwell St. ,Rosemount,55068, MN
1411,Tyree,Rojas,Mar.,"28,",1927,(208),502-8584,7566 W. Goldfield Circle ,Orchard Park,14127, NY
1412,Lesly,Collier,May,"13,",1916,(782),611-3016,915 Young St. ,Chillicothe,45601, OH
1413,Monserrat,Schwartz,Jan.,"24,",1966,(841),840-9999,177 Gonzales Ave. ,Lansing,48910, MI
1414,Irvin,Fuentes,Sep.,"27,",2016,(947),457-9894,8085 East Linda Street ,Southfield,48076, MI
1415,Litzy,Morgan,Jan.,"9,",1905,(301),272-8502,52 Bear Hill Road ,Manahawkin,8050, NJ
1416,Leilani,David,Aug.,"20,",1904,(742),913-3543,54 N. Mayflower St. ,Saint Johns,32259, FL
1417,Dana,Garcia,Feb.,"9,",1971,(938),688-3274,70 Victoria St. ,Hudson,3051, NH
1418,Rafael,Klein,Apr.,"6,",1908,(397),767-0467,92 County Road ,Charlottesville,22901, VA
1419,Kennedy,Santiago,Nov.,"26,",1933,(245),761-8079,786 Sulphur Springs Rd. ,Monroeville,15146, PA
1420,Aidyn,Hodge,Jan.,"19,",1988,(791),640-8624,400 Brown St. ,Silver Spring,20901, MD
1421,Nina,Munoz,Jul.,"30,",2010,(818),403-5527,9818 East Brandywine Drive ,Londonderry,3053, NH
1422,Nia,Ramsey,Jun.,"13,",2013,(411),411-8614,334 Carpenter Street ,Eugene,97402, OR
1423,Landyn,Walker,Aug.,"11,",1933,(327),799-8651,523 Hawthorne Dr. ,Dedham,2026, MA
1424,Sergio,Frazier,May,"20,",1961,(876),405-0941,8471 Santa Clara Drive ,Farmington,48331, MI
1425,Jamie,Heath,Feb.,"12,",1905,(687),641-3794,696 Stonybrook Court ,Sicklerville,8081, NJ
1426,Skye,Glass,Apr.,"25,",1931,(748),408-0332,971 East Wintergreen Drive ,New Hyde Park,11040, NY
1427,Trevon,Santana,Aug.,"15,",1943,(702),526-2207,94 Beechwood Street ,Rowlett,75088, TX
1428,Makhi,Dunlap,Oct.,"26,",1932,(669),444-4082,387 South Lees Creek St. ,South Windsor,6074, CT
1429,Alicia,Farley,Jun.,"18,",2015,(224),878-2751,834 Longbranch St. ,Doylestown,18901, PA
1430,Byron,Vargas,May,"11,",1906,(296),684-4946,9386 E. Studebaker St. ,Cantonment,32533, FL
1431,Zaniyah,Hahn,Oct.,"10,",2009,(738),819-2444,3 Young St. ,Gainesville,20155, VA
1432,Denise,Spears,Sep.,"29,",1907,(611),631-6459,8751 Marsh Rd. ,Palatine,60067, IL
1433,Ciara,Beard,May,"16,",1934,(298),581-3660,371 Bradford Drive ,Wheeling,26003, WV
1434,Karen,Dillon,Jan.,"6,",1914,(588),797-7282,363 Walt Whitman Lane ,Goodlettsville,37072, TN
1435,Elliot,Holder,Apr.,"2,",1903,(318),920-3130,207 Wall Lane ,Chandler,85224, AZ
1436,Dominique,Johnston,Jun.,"23,",1900,(801),447-3056,8335 George Ave. ,Covington,30014, GA
1437,Asia,Espinoza,Sep.,"11,",1976,(343),531-7963,118 Oak Valley St. ,Milwaukee,53204, WI
1438,Chasity,Hughes,Jul.,"20,",1982,(326),259-2627,36 S. York Court ,York,17402, PA
1439,Gabriela,Hart,Dec.,"21,",1988,(246),548-1757,926 Arnold St. ,Lakewood,8701, NJ
1440,Aidyn,Tate,Mar.,"7,",2018,(599),417-1997,9 Miles Street ,Champlin,55316, MN
1441,Akira,Powell,Jun.,"29,",1941,(397),249-4166,82 Roberts Ave. ,Franklin Square,11010, NY
1442,Leslie,Mitchell,Jul.,"8,",2002,(534),274-2152,432 Bishop Street ,Yorktown,23693, VA
1443,Kyson,Trevino,Jun.,"25,",1947,(467),264-2463,291 Garfield St. ,Germantown,20874, MD
1444,Julianne,Yu,Jun.,"8,",1958,(663),232-1200,9466 Crescent Ave. ,Pottstown,19464, PA
1445,Nikhil,Cameron,Jul.,"7,",1926,(560),790-0804,99 East Ridgeview Street ,Stoughton,2072, MA
1446,Mackenzie,Wang,May,"24,",1944,(741),432-3285,18 E. Annadale Court ,Orange,7050, NJ
1447,Winston,Castaneda,Jun.,"26,",1933,(520),526-1649,115 Charles St. ,Pearl,39208, MS
1448,Javon,Ortega,Jan.,"4,",1938,(986),900-8454,352 Fairview Drive ,Dothan,36301, AL
1449,Clara,Frey,Jun.,"26,",1916,(370),859-4292,895 Summer St. ,Knoxville,37918, TN
1450,Chad,Hammond,Oct.,"10,",1972,(797),313-8349,8477 Shipley Dr. ,Havertown,19083, PA
1451,Joyce,Gilbert,Nov.,"3,",1966,(796),524-0241,871 North Hanover St. ,Elizabeth City,27909, NC
1452,Damaris,Vazquez,Aug.,"13,",1934,(533),390-1562,748 West Jefferson Street ,Ponte Vedra Beach,32082, FL
1453,Monica,Bautista,Sep.,"23,",2013,(851),670-3709,4 West Brickell Ave. ,Quakertown,18951, PA
1454,Jaiden,Davidson,Apr.,"27,",1974,(246),335-3714,6 Essex Ave. ,Chambersburg,17201, PA
1455,Lexi,Elliott,Jul.,"7,",1904,(617),451-0955,9331 Crescent Drive ,Goose Creek,29445, SC
1456,Donte,Newton,Oct.,"10,",1994,(595),399-6418,8 53rd Drive ,Suitland,20746, MD
1457,Noe,Shaw,Mar.,"3,",1921,(912),440-0743,7802 E. Bridge Lane ,Basking Ridge,7920, NJ
1458,Caylee,Huynh,Jul.,"14,",1979,(684),867-8957,628 Catherine Lane ,Bettendorf,52722, IA
1459,Raven,Lawson,Nov.,"8,",1900,(525),518-8878,64 Lilac Dr. ,West Bloomfield,48322, MI
1460,Lexie,Edwards,Sep.,"13,",1954,(909),803-0519,9292 Bald Hill Rd. ,Allen Park,48101, MI
1461,Enrique,Lin,Dec.,"16,",1963,(750),783-1239,8650 Fairview Rd. ,San Pablo,94806, CA
1462,James,Oneal,Jun.,"27,",1948,(960),929-6765,9730 Spring Circle ,Belleville,7109, NJ
1463,Blaine,Payne,Jul.,"22,",1981,(593),469-3406,9564 Bayport Street ,Peoria,61604, IL
1464,Melody,Martin,Jul.,"6,",1954,(848),223-1013,63 Overlook Ave. ,Medford,2155, MA
1465,Reyna,Baldwin,Jul.,"3,",1991,(695),885-2790,2 North Joy Ridge Street ,Muncie,47302, IN
1466,Bryan,Griffin,Jun.,"25,",2017,(658),240-4980,9753 Pulaski Street ,East Brunswick,8816, NJ
1467,Adrianna,Fields,Aug.,"12,",1927,(943),723-8470,9539 Kingston St. ,East Northport,11731, NY
1468,Maren,Andrade,Jan.,"12,",1951,(365),598-9621,1 Sherman St. ,Sylvania,43560, OH
1469,Gerald,Velazquez,Jul.,"23,",1985,(637),216-7533,8224 Saxton Ave. ,Santa Cruz,95060, CA
1470,Nancy,Oconnell,Aug.,"23,",1996,(686),614-2682,80 S. Lyme St. ,Lawrenceville,30043, GA
1471,Kadin,Meyer,Dec.,"17,",1904,(368),644-7778,614 Gainsway Road ,Marlton,8053, NJ
1472,Seamus,Chavez,Aug.,"12,",1976,(629),327-6424,25 SW. Victoria Dr. ,Dorchester,2125, MA
1473,Harmony,Jackson,Nov.,"11,",1929,(920),332-8111,62 Tallwood Ave. ,Owensboro,42301, KY
1474,Kelsey,Harvey,Nov.,"29,",1985,(554),772-7649,43 Depot Street ,Palmetto,34221, FL
1475,Amari,Castro,Oct.,"7,",1968,(372),998-8532,8666 W. Union Lane ,Asheboro,27205, NC
1476,Emery,Daugherty,Jan.,"1,",1904,(379),510-2884,493 Mechanic Ave. ,Muskogee,74403, OK
1477,Quentin,Mercer,Mar.,"10,",1982,(964),326-9435,245 10th Rd. ,Halethorpe,21227, MD
1478,Jeffrey,Moon,Aug.,"3,",1926,(372),831-3462,9912 Halifax Rd. ,Clifton Park,12065, NY
1479,Sheldon,Whitney,May,"11,",1948,(674),694-1316,8 Maiden Ave. ,East Orange,7017, NJ
1480,Kathleen,Tucker,Sep.,"7,",2008,(841),261-6901,107 San Juan Ave. ,Kent,44240, OH
1481,Brice,Crawford,Feb.,"16,",1907,(633),605-9074,7032 S. Nichols Drive ,Iowa City,52240, IA
1482,Jaden,Patel,Nov.,"21,",1924,(564),325-9633,7684 Adams Ave. ,Woonsocket,2895, RI
1483,Darrell,Leach,Dec.,"14,",1998,(301),940-1737,483 E. Manchester Ave. ,Elizabethtown,17022, PA
1484,Katie,Campbell,Aug.,"9,",1913,(386),449-9212,665 Honey Creek Road ,Kalispell,59901, MT
1485,Paisley,Holt,Jul.,"2,",2000,(402),400-7860,853 East River St. ,New Port Richey,34653, FL
1486,Leandro,Guerrero,Aug.,"24,",1941,(697),686-3599,377 East Pacific Lane ,Dunedin,34698, FL
1487,Damian,Brown,Nov.,"22,",1949,(262),886-4730,379 Manor Station Drive ,Trussville,35173, AL
1488,Judah,Browning,Nov.,"21,",1957,(755),247-4465,17 West Oak Meadow Lane ,Garden City,11530, NY
1489,Uriah,Lane,Nov.,"13,",1998,(247),492-9106,102 Nicolls Ave. ,Rockledge,32955, FL
1490,Gaige,Mccarty,Jun.,"17,",1995,(840),492-4268,69 Grandrose Street ,Rolla,65401, MO
1491,Riley,Odom,Dec.,"28,",1909,(651),363-0485,9941 East Cactus Ave. ,Augusta,30906, GA
1492,Bo,Hebert,Oct.,"23,",1950,(998),672-3846,7382 Silver Spear St. ,Owatonna,55060, MN
1493,Quinn,Castillo,Feb.,"23,",1994,(933),345-2045,1 Delaware Dr. ,Billerica,1821, MA
1494,Marquise,Hardin,Mar.,"21,",2016,(755),722-4846,4 County Dr. ,Oak Ridge,37830, TN
1495,Gordon,Jackson,Sep.,"16,",1991,(929),602-4658,419B Carson St. ,Chesterfield,23832, VA
1496,Averie,Manning,May,"19,",2011,(586),732-9174,2 Westminster Rd. ,Fernandina Beach,32034, FL
1497,Yadiel,Riley,Jan.,"19,",1957,(269),736-0988,8766 Wild Rose Drive ,Chicopee,1020, MA
1498,Kenley,Orr,Oct.,"6,",1915,(879),405-3423,9789 Creekside Lane ,Burke,22015, VA
1499,Kolton,Bradshaw,Nov.,"22,",1992,(249),610-6214,7377 Sherwood St. ,Ormond Beach,32174, FL
1500,Aidyn,Hanna,Jun.,"8,",1964,(310),235-3820,9869 Addison Drive ,Rockville Centre,11570, NY
1501,Hana,Chan,Jul.,"30,",1924,(546),871-5362,596 1st Drive ,Albany,12203, NY
1502,Marlie,Lawrence,Dec.,"5,",1909,(321),554-8624,8487 Roberts Street ,Louisville,40207, KY
1503,Matteo,Jimenez,Apr.,"4,",1959,(533),825-6052,863 Glen Eagles St. ,Middleburg,32068, FL
1504,Johan,Gillespie,Dec.,"4,",1991,(974),303-4126,709 Atlantic Avenue ,Freeport,11520, NY
1505,Judith,Haney,Jul.,"18,",1959,(373),224-9530,6 East North Street ,Wethersfield,6109, CT
1506,Britney,Nicholson,Apr.,"25,",1970,(338),426-7048,9995 Grant Drive ,Riverview,33569, FL
1507,Tania,Owen,Aug.,"2,",1972,(440),542-8405,9269 Arlington St. ,Englishtown,7726, NJ
1508,Ronald,Allison,Aug.,"14,",2005,(949),668-5251,462 Academy Rd. ,Yuma,85365, AZ
1509,Blaze,Boyer,Apr.,"6,",1965,(706),786-9481,8890 Linda Road ,Xenia,45385, OH
1510,Ariel,Gates,Aug.,"30,",1913,(829),982-5856,89 North Rd. ,Danville,24540, VA
1511,Jaylon,Bates,Aug.,"19,",1938,(619),403-3587,41 Augusta Street ,Vincentown,8088, NJ
1512,Mylee,Long,Nov.,"11,",1927,(753),278-8013,7944 Harvard Ave. ,Saint Albans,11412, NY
1513,Noel,Mcintosh,May,"14,",1936,(913),335-2594,121 Bishop Circle ,Greensboro,27405, NC
1514,Rudy,Summers,Aug.,"22,",1997,(851),479-0697,824 Woodland St. ,Oceanside,11572, NY
1515,Cloe,Hernandez,Feb.,"29,",1908,(503),403-1904,31 County Ave. ,Framingham,1701, MA
1516,Haiden,Jacobson,Aug.,"12,",2009,(210),707-8142,7957 West Broad St. ,Hampton,23666, VA
1517,Whitney,Watkins,Jun.,"28,",1904,(202),799-0230,8056 Bridgeton Ave. ,Salt Lake City,84119, UT
1518,Derick,Faulkner,Apr.,"17,",1994,(709),655-4454,17 Oakwood Road ,Wasilla,99654, AK
1519,Edith,Bartlett,Jun.,"2,",1904,(332),228-9976,7285 Bedford Lane ,Morton Grove,60053, IL
1520,Savannah,Alvarez,Aug.,"29,",1949,(220),568-0074,74 Grove Ave. ,San Diego,92111, CA
1521,Austin,Ponce,Sep.,"11,",1990,(411),841-8931,8363 Trusel Lane ,Bergenfield,7621, NJ
1522,Mariela,Robinson,Jan.,"29,",2018,(435),330-9028,491 Surrey Rd. ,Libertyville,60048, IL
1523,Gerardo,Chambers,Dec.,"15,",1903,(425),884-6690,23 Brickell Court ,Natick,1760, MA
